lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje,seccion
No quiero responder,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,96,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,1.61048386,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Ninguno,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,97,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,5.50380942,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
1 a 2,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,79.68593061,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
3 a 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,3.93509781,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
más de 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,96,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,12.95257702,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Ninguno,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,97,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,3.42639456,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
1 a 2,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,90.46434643,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
3 a 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,8.91093789,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
más de 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,0.62471568,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,96,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Ninguno,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,97,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
1 a 2,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,88.2588487,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
3 a 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,7.27772397,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
más de 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,1.96540594,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,96,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Ninguno,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,97,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,2.4980214,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
1 a 2,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,84.73414131,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
3 a 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,10.31878549,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
más de 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,2.57700497,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,96,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,2.37006823,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Ninguno,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,97,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Quintana Roo,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
1 a 2,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,93.81243939,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
3 a 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,2.39446913,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
más de 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,2.83194552,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,96,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Ninguno,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,97,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,0.96114597,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
1 a 2,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,77.26454527,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
3 a 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,18.19043865,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
más de 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,4.54501608,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,96,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Ninguno,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,97,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
1 a 2,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,93.12741183,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
3 a 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,3.990898,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
más de 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,2.88169017,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,96,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Ninguno,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,97,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
1 a 2,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,72.80900273,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
3 a 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,15.55277913,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
más de 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,96,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,1.73176305,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Ninguno,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,97,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,9.90645509,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
1 a 2,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,71.00004,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
3 a 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,15.95070287,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
más de 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,2.84849813,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,96,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Ninguno,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,97,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,2.32862378,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,7.87213522,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
1 a 2,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,93.79040669,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
3 a 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,6.20959331,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
más de 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,96,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Ninguno,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,97,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
1 a 2,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,92.45610106,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
3 a 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,5.45544232,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
más de 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,2.08845661,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,96,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Ninguno,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,97,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
1 a 2,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,87.11354825,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
3 a 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,12.88645175,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
más de 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,96,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Ninguno,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,97,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
1 a 2,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,87.59303678,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
3 a 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,12.40696322,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
más de 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,96,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Ninguno,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,97,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
1 a 2,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,88.53376789,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
3 a 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,9.03821556,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
más de 4,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,2.42801655,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No quiero responder,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,96,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Ninguno,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,97,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé,covid_diagf3_n_x,¿Cúantos familiares fueron internados?,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
Muy satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",1,Regiones,Norte,28.63439267,Satisfacción y trato
Satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",2,Regiones,Norte,38.10460869,Satisfacción y trato
Ni satisfecho(a) ni insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",3,Regiones,Norte,13.81747812,Satisfacción y trato
Insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",4,Regiones,Norte,9.89131624,Satisfacción y trato
Muy insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",5,Regiones,Norte,8.38913991,Satisfacción y trato
No quiero responder,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",96,Regiones,Norte,0.65888643,Satisfacción y trato
No sé,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",99,Regiones,Norte,0.50417795,Satisfacción y trato
Muy satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",1,Regiones,Centro,23.21947379,Satisfacción y trato
Satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",2,Regiones,Centro,36.43201656,Satisfacción y trato
Ni satisfecho(a) ni insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",3,Regiones,Centro,14.65086518,Satisfacción y trato
Insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",4,Regiones,Centro,12.78707277,Satisfacción y trato
Muy insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",5,Regiones,Centro,11.98298372,Satisfacción y trato
No quiero responder,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",96,Regiones,Centro,0.55610019,Satisfacción y trato
No sé,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",99,Regiones,Centro,0.37148778,Satisfacción y trato
Muy satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",1,Regiones,Occidente,26.31143438,Satisfacción y trato
Satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",2,Regiones,Occidente,37.26103083,Satisfacción y trato
Ni satisfecho(a) ni insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",3,Regiones,Occidente,13.20174714,Satisfacción y trato
Insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",4,Regiones,Occidente,11.46470424,Satisfacción y trato
Muy insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",5,Regiones,Occidente,10.71473463,Satisfacción y trato
No quiero responder,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",96,Regiones,Occidente,0.54531985,Satisfacción y trato
No sé,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",99,Regiones,Occidente,0.50102893,Satisfacción y trato
Muy satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",1,Regiones,Sureste,27.40783936,Satisfacción y trato
Satisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",2,Regiones,Sureste,39.46996541,Satisfacción y trato
Ni satisfecho(a) ni insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",3,Regiones,Sureste,12.63442136,Satisfacción y trato
Insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",4,Regiones,Sureste,11.21558964,Satisfacción y trato
Muy insatisfecho(a),sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",5,Regiones,Sureste,8.18231474,Satisfacción y trato
No quiero responder,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",96,Regiones,Sureste,0.57831455,Satisfacción y trato
No sé,sat3,"En general, ¿qué tan satisfecho(a) o insatisfecho(a) está con la atención que recibió en la unidad médica en su última visita durante la actual contingencia COVID?",99,Regiones,Sureste,0.51155494,Satisfacción y trato
Excelente,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",1,Regiones,Norte,29.37503572,Satisfacción y trato
Bueno,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",2,Regiones,Norte,40.1068623,Satisfacción y trato
Regular,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",3,Regiones,Norte,19.89395272,Satisfacción y trato
Malo,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",4,Regiones,Norte,5.91327029,Satisfacción y trato
Pésimo,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",5,Regiones,Norte,4.48517723,Satisfacción y trato
No quiero responder,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",96,Regiones,Norte,0.09084337,Satisfacción y trato
No sé,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",99,Regiones,Norte,0.13485836,Satisfacción y trato
Excelente,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",1,Regiones,Centro,23.2332667,Satisfacción y trato
Bueno,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",2,Regiones,Centro,40.33475272,Satisfacción y trato
Regular,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",3,Regiones,Centro,22.1550833,Satisfacción y trato
Malo,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",4,Regiones,Centro,7.18241512,Satisfacción y trato
Pésimo,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",5,Regiones,Centro,6.88089616,Satisfacción y trato
No quiero responder,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",96,Regiones,Centro,0.1505088,Satisfacción y trato
No sé,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",99,Regiones,Centro,0.06307719,Satisfacción y trato
Excelente,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",1,Regiones,Occidente,27.9047209,Satisfacción y trato
Bueno,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",2,Regiones,Occidente,40.04177256,Satisfacción y trato
Regular,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",3,Regiones,Occidente,19.72772331,Satisfacción y trato
Malo,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",4,Regiones,Occidente,6.45043153,Satisfacción y trato
Pésimo,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",5,Regiones,Occidente,5.64933413,Satisfacción y trato
No quiero responder,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",96,Regiones,Occidente,0.19108471,Satisfacción y trato
No sé,btratou,"En general, ¿cómo califica el trato que recibió en la unidad médica en su última visita?",99,Regiones,Occidente,0.03493286,Satisfacción y trato
